latitude,longitude,elevation
51.06983,3.01426,41
51.06939,3.0132,39
51.0692,3.01289,38
51.069,3.01253,38
51.06893,3.01228,37
51.06881,3.01163,37
51.06876,3.00997,31
51.06847,3.00964,29
51.06839,3.00961,29
51.0681,3.00958,29
51.06796,3.00929,29
51.06756,3.00867,25
51.06684,3.00793,22
51.06621,3.0071,20
51.06555,3.00624,20
51.06444,3.00505,19
51.06667,3.00159,18
51.06709,3.00089,18
51.06731,3.00061,18
51.06763,3.00013,18
51.06681,2.99785,16
51.06681,2.99785,16
51.06541,2.9942,15
51.06525,2.99424,15
51.0652,2.99422,15
51.06506,2.99393,14
51.06459,2.99322,14
51.06448,2.99299,15
51.06419,2.9922,15
51.06336,2.99033,15
51.0634,2.99024,15
51.06489,2.98894,17
51.06608,2.98794,17
51.06624,2.98779,17
51.06644,2.98754,16
51.06655,2.98746,17
51.06663,2.98752,17
51.06667,2.98759,17
51.06687,2.98805,17
51.06728,2.98876,17
51.06733,2.9888,17
51.06739,2.98878,17
51.06757,2.98858,17
51.06789,2.98822,18
51.06802,2.98815,18
51.06825,2.98806,18
51.06891,2.9876,19
51.06813,2.98455,19
51.0681,2.98434,19
51.06805,2.984,19
51.06776,2.98274,19
51.06763,2.98245,18
51.06755,2.98213,19
51.06745,2.9816,19
51.0674,2.98103,18
51.06724,2.98057,18
51.06708,2.98022,17
51.06684,2.97978,17
51.06595,2.9776,17
51.06556,2.97666,17
51.06546,2.97635,17
51.06548,2.97595,17
51.06558,2.97568,17
51.06573,2.97547,17
51.06583,2.9753,17
51.06585,2.97507,17
51.06584,2.97489,17
51.06565,2.97443,16
51.06563,2.97416,16
51.06589,2.97327,17
51.06627,2.97136,17
51.06636,2.97124,17
51.06645,2.97118,17
51.06671,2.97112,17
51.06677,2.97111,17
51.06688,2.97102,17
51.06692,2.97091,17
51.06691,2.97056,17
51.06683,2.96942,18
51.06694,2.96914,18
51.06709,2.96896,18
51.06718,2.96875,20
51.06722,2.96855,20
51.06716,2.9653,24
51.06905,2.96527,22
51.0695,2.96805,25
51.0697,2.96941,24
51.07145,2.96875,25
51.0738,2.96776,21
51.07304,2.96517,20
51.07351,2.96453,19
51.07469,2.96314,16
51.07632,2.96126,14
51.07608,2.96019,15
51.07442,2.95347,22
51.07681,2.9519,18
51.07927,2.95023,18
51.08027,2.94956,12
51.08001,2.9483,12
51.07967,2.9477,13
51.07952,2.94735,14
51.07938,2.94717,14
51.07908,2.94699,15
51.07897,2.94684,15
51.07769,2.94448,15
51.07769,2.94448,15
51.07705,2.94333,15
51.077,2.94306,15
51.07726,2.94157,13
51.07726,2.94126,13
51.07723,2.94113,13
51.07671,2.93907,14
51.0764,2.93785,14
51.07586,2.93549,14
51.07572,2.93511,14
51.07552,2.93469,14
51.07543,2.93446,14
51.07534,2.93416,14
51.07471,2.93142,17
51.07457,2.93078,16
51.07343,2.92882,18
51.0733,2.92858,18
51.07295,2.92777,18
51.07287,2.92785,18
51.07286,2.92776,18
51.0731,2.92743,18
51.07327,2.9273,17
51.07333,2.92722,17
51.07344,2.92694,16
51.07344,2.92678,16
51.07329,2.9263,15
51.07307,2.92571,15
51.07286,2.9256,16
51.07256,2.92571,17
51.07235,2.92558,17
51.07224,2.9256,17
51.07213,2.92553,15
51.07207,2.92546,16
51.07163,2.92569,19
51.07136,2.92584,20
51.0714,2.9261,21
51.07138,2.9264,22
51.0713,2.9267,23
51.07109,2.92704,23
51.07196,2.92885,22
51.0717,2.92915,23
51.0696,2.93185,14
51.0665,2.93562,15
51.06622,2.93576,15
51.06619,2.9359,15
51.06598,2.93631,16
51.06569,2.93666,16
51.06521,2.93725,16
51.06497,2.93751,16
51.06357,2.9337,15
51.06296,2.93141,16
51.06261,2.92962,15
51.06202,2.93044,15
51.06173,2.93078,14
51.06158,2.93083,14
51.06142,2.93076,14
51.06121,2.93052,14
51.06107,2.9305,13
